Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
regulation of lymphocyte proliferation (GO:0050670),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of lysosomal lumen pH (GO:0035751),19269,11,99,0,0.05651564689397477,1.0,1.0
regulation of lysosomal protein catabolic process (GO:1905165),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of macromolecule biosynthetic process (GO:0010556),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of macrophage activation (GO:0043030),19269,26,99,0,0.13358243811303128,1.0,1.0
regulation of macrophage apoptotic process (GO:2000109),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of macrophage chemotaxis (GO:0010758),19269,21,99,0,0.10789350770667912,1.0,1.0
regulation of macrophage cytokine production (GO:0010935),19269,14,99,0,0.07192900513778608,1.0,1.0
regulation of macrophage derived foam cell differentiation (GO:0010743),19269,30,99,0,0.15413358243811304,1.0,1.0
regulation of macrophage differentiation (GO:0045649),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of macrophage migration (GO:1905521),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of macrophage proliferation (GO:0120040),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of maintenance of mitotic sister chromatid cohesion (GO:0034182),19269,2,99,0,0.01027557216254087,1.0,1.0
regulation of male gonad development (GO:2000018),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of mammary gland epithelial cell proliferation (GO:0033599),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of MAP kinase activity (GO:0043405),19269,91,99,0,0.4675385333956096,1.0,1.0
regulation of MAPK cascade (GO:0043408),19269,151,99,0,0.7758056982718355,1.0,1.0
regulation of mast cell activation (GO:0033003),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of mast cell activation involved in immune response (GO:0033006),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of mast cell chemotaxis (GO:0060753),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of mast cell degranulation (GO:0043304),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of MDA-5 signaling pathway (GO:0039533),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of meiotic nuclear division (GO:0040020),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of melanin biosynthetic process (GO:0048021),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of membrane depolarization (GO:0003254),19269,16,99,0,0.08220457730032696,1.0,1.0
regulation of membrane protein ectodomain proteolysis (GO:0051043),19269,20,99,0,0.10275572162540869,1.0,1.0
regulation of membrane repolarization (GO:0060306),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of membrane tubulation (GO:1903525),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of memory T cell differentiation (GO:0043380),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of mesenchymal cell proliferation (GO:0010464),19269,11,99,0,0.05651564689397477,1.0,1.0
regulation of mesenchymal stem cell differentiation (GO:2000739),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of metal ion transport (GO:0010959),19269,17,99,0,0.08734236338159738,1.0,1.0
regulation of metallopeptidase activity (GO:1905048),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of metaphase plate congression (GO:0090235),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of metaphase/anaphase transition of cell cycle (GO:1902099),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of MHC class I biosynthetic process (GO:0045343),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of MHC class II biosynthetic process (GO:0045346),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of microglial cell activation (GO:1903978),19269,13,99,0,0.06679121905651564,1.0,1.0
regulation of microglial cell mediated cytotoxicity (GO:1904149),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of microglial cell migration (GO:1904139),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of microtubule binding (GO:1904526),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of microtubule cytoskeleton organization (GO:0070507),19269,35,99,0,0.1798225128444652,1.0,1.0
regulation of microtubule depolymerization (GO:0031114),19269,20,99,0,0.10275572162540869,1.0,1.0
regulation of microtubule motor activity (GO:2000574),19269,3,99,0,0.015413358243811303,1.0,1.0
regulation of microtubule nucleation (GO:0010968),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of microtubule polymerization (GO:0031113),19269,35,99,0,0.1798225128444652,1.0,1.0
regulation of microtubule polymerization or depolymerization (GO:0031110),19269,24,99,0,0.12330686595049042,1.0,1.0
regulation of microtubule-based movement (GO:0060632),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of microtubule-based process (GO:0032886),19269,31,99,0,0.15927136851938345,1.0,1.0
regulation of microvillus assembly (GO:0032534),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of microvillus organization (GO:0032530),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of miRNA catabolic process (GO:2000625),19269,3,99,0,0.015413358243811303,1.0,1.0
regulation of miRNA metabolic process (GO:2000628),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of mitochondrial depolarization (GO:0051900),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of mitochondrial fission (GO:0090140),19269,19,99,0,0.09761793554413825,1.0,1.0
regulation of mitochondrial fusion (GO:0010635),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of mitochondrial gene expression (GO:0062125),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of mitochondrial membrane permeability (GO:0046902),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902108),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of mitochondrial translation (GO:0070129),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of mitochondrion organization (GO:0010821),19269,42,99,0,0.21578701541335824,1.0,1.0
regulation of mitophagy (GO:1901524),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of mitotic centrosome separation (GO:0046602),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of mitotic metaphase/anaphase transition (GO:0030071),19269,25,99,0,0.12844465203176086,1.0,1.0
regulation of mitotic nuclear division (GO:0007088),19269,53,99,0,0.272302662307333,1.0,1.0
regulation of mitotic sister chromatid segregation (GO:0033047),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of mitotic sister chromatid separation (GO:0010965),19269,16,99,0,0.08220457730032696,1.0,1.0
regulation of mitotic spindle assembly (GO:1901673),19269,17,99,0,0.08734236338159738,1.0,1.0
regulation of mitotic spindle checkpoint (GO:1903504),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of mitotic spindle organization (GO:0060236),19269,32,99,0,0.16440915460065392,1.0,1.0
regulation of monocyte chemotactic protein-1 production (GO:0071637),19269,11,99,0,0.05651564689397477,1.0,1.0
regulation of monocyte chemotaxis (GO:0090025),19269,23,99,0,0.11816907986922,1.0,1.0
regulation of monocyte differentiation (GO:0045655),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of mononuclear cell migration (GO:0071675),19269,22,99,0,0.11303129378794954,1.0,1.0
regulation of mononuclear cell proliferation (GO:0032944),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of monooxygenase activity (GO:0032768),19269,24,99,0,0.12330686595049042,1.0,1.0
regulation of morphogenesis of a branching structure (GO:0060688),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of morphogenesis of an epithelium (GO:1905330),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of mRNA 3'-end processing (GO:0031440),19269,11,99,0,0.05651564689397477,1.0,1.0
regulation of mRNA binding (GO:1902415),19269,3,99,0,0.015413358243811303,1.0,1.0
regulation of mRNA export from nucleus (GO:0010793),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of mRNA metabolic process (GO:1903311),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of mRNA polyadenylation (GO:1900363),19269,16,99,0,0.08220457730032696,1.0,1.0
regulation of mRNA processing (GO:0050684),19269,32,99,0,0.16440915460065392,1.0,1.0
"regulation of mRNA splicing, via spliceosome (GO:0048024)",19269,65,99,0,0.3339560952825782,1.0,1.0
regulation of multicellular organism growth (GO:0040014),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of multicellular organismal development (GO:2000026),19269,22,99,0,0.11303129378794954,1.0,1.0
regulation of muscle cell differentiation (GO:0051147),19269,34,99,0,0.17468472676319477,1.0,1.0
regulation of muscle contraction (GO:0006937),19269,27,99,0,0.13872022419430174,1.0,1.0
regulation of muscle organ development (GO:0048634),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of muscle system process (GO:0090257),19269,11,99,0,0.05651564689397477,1.0,1.0
regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034127),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of myelination (GO:0031641),19269,22,99,0,0.11303129378794954,1.0,1.0
regulation of myeloid cell differentiation (GO:0045637),19269,54,99,0,0.2774404483886035,1.0,1.0
regulation of myeloid leukocyte differentiation (GO:0002761),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of myeloid leukocyte mediated immunity (GO:0002886),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of myoblast differentiation (GO:0045661),19269,32,99,0,0.16440915460065392,1.0,1.0
regulation of myoblast fusion (GO:1901739),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of myoblast proliferation (GO:2000291),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of myotube differentiation (GO:0010830),19269,23,99,0,0.11816907986922,1.0,1.0
regulation of NAD(P)H oxidase activity (GO:0033860),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of natural killer cell activation (GO:0032814),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of natural killer cell chemotaxis (GO:2000501),19269,3,99,0,0.015413358243811303,1.0,1.0
regulation of natural killer cell cytokine production (GO:0002727),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of natural killer cell differentiation (GO:0032823),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of natural killer cell mediated cytotoxicity (GO:0042269),19269,27,99,0,0.13872022419430174,1.0,1.0
regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002858),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of natural killer cell mediated immunity (GO:0002715),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of natural killer cell proliferation (GO:0032817),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of necroptotic process (GO:0060544),19269,21,99,0,0.10789350770667912,1.0,1.0
regulation of necrotic cell death (GO:0010939),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of nephron tubule epithelial cell differentiation (GO:0072182),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of nervous system development (GO:0051960),19269,38,99,0,0.1952358710882765,1.0,1.0
regulation of nervous system process (GO:0031644),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of neural precursor cell proliferation (GO:2000177),19269,19,99,0,0.09761793554413825,1.0,1.0
regulation of neuroblast proliferation (GO:1902692),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of neuroinflammatory response (GO:0150077),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of neuron differentiation (GO:0045664),19269,68,99,0,0.34936945352638954,1.0,1.0
regulation of neuron migration (GO:2001222),19269,23,99,0,0.11816907986922,1.0,1.0
regulation of neuron projection arborization (GO:0150011),19269,14,99,0,0.07192900513778608,1.0,1.0
regulation of neuronal synaptic plasticity (GO:0048168),19269,25,99,0,0.12844465203176086,1.0,1.0
regulation of neurotransmitter receptor activity (GO:0099601),19269,54,99,0,0.2774404483886035,1.0,1.0
regulation of neurotransmitter secretion (GO:0046928),19269,29,99,0,0.1489957963568426,1.0,1.0
regulation of neurotransmitter transport (GO:0051588),19269,14,99,0,0.07192900513778608,1.0,1.0
regulation of neurotrophin TRK receptor signaling pathway (GO:0051386),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of neutrophil activation (GO:1902563),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of neutrophil chemotaxis (GO:0090022),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of neutrophil degranulation (GO:0043313),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of neutrophil extravasation (GO:2000389),19269,3,99,0,0.015413358243811303,1.0,1.0
regulation of neutrophil migration (GO:1902622),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of NIK/NF-kappaB signaling (GO:1901222),19269,70,99,0,0.3596450256889304,1.0,1.0
regulation of nitric oxide biosynthetic process (GO:0045428),19269,38,99,0,0.1952358710882765,1.0,1.0
regulation of nitric oxide mediated signal transduction (GO:0010749),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of nitric oxide metabolic process (GO:0080164),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of nitric-oxide synthase activity (GO:0050999),19269,37,99,0,0.19009808500700606,1.0,1.0
regulation of nitric-oxide synthase biosynthetic process (GO:0051769),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of nitrogen compound metabolic process (GO:0051171),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of NK T cell activation (GO:0051133),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of NK T cell proliferation (GO:0051140),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of NLRP3 inflammasome complex assembly (GO:1900225),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of NMDA receptor activity (GO:2000310),19269,30,99,0,0.15413358243811304,1.0,1.0
regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry (GO:1900175),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903995),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of non-motile cilium assembly (GO:1902855),19269,3,99,0,0.015413358243811303,1.0,1.0
regulation of norepinephrine secretion (GO:0014061),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of Notch signaling pathway (GO:0008593),19269,70,99,0,0.3596450256889304,1.0,1.0
regulation of nuclear cell cycle DNA replication (GO:0033262),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of nuclear division (GO:0051783),19269,18,99,0,0.09248014946286781,1.0,1.0
"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)",19269,14,99,0,0.07192900513778608,1.0,1.0
regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of nuclease activity (GO:0032069),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of nucleobase-containing compound metabolic process (GO:0019219),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of nucleocytoplasmic transport (GO:0046822),19269,13,99,0,0.06679121905651564,1.0,1.0
regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070424),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of oligodendrocyte differentiation (GO:0048713),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of organ growth (GO:0046620),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of organelle assembly (GO:1902115),19269,64,99,0,0.32881830920130783,1.0,1.0
regulation of organelle organization (GO:0033043),19269,67,99,0,0.3442316674451191,1.0,1.0
regulation of ossification (GO:0030278),19269,35,99,0,0.1798225128444652,1.0,1.0
regulation of osteoblast differentiation (GO:0045667),19269,73,99,0,0.3750583839327417,1.0,1.0
regulation of osteoblast proliferation (GO:0033688),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of osteoclast development (GO:2001204),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of osteoclast differentiation (GO:0045670),19269,32,99,0,0.16440915460065392,1.0,1.0
regulation of oxidative phosphorylation (GO:0002082),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of oxidative stress-induced cell death (GO:1903201),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of oxidative stress-induced neuron death (GO:1903203),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of oxidoreductase activity (GO:0051341),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of p38MAPK cascade (GO:1900744),19269,35,99,0,0.1798225128444652,1.0,1.0
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393),19269,56,99,0,0.2877160205511443,1.0,1.0
regulation of pattern recognition receptor signaling pathway (GO:0062207),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of peptidase activity (GO:0052547),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of peptide hormone secretion (GO:0090276),19269,69,99,0,0.35450723960765995,1.0,1.0
regulation of peptidyl-cysteine S-nitrosylation (GO:2000169),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of peptidyl-lysine acetylation (GO:2000756),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of peptidyl-serine phosphorylation (GO:0033135),19269,88,99,0,0.4521251751517982,1.0,1.0
regulation of peptidyl-threonine phosphorylation (GO:0010799),19269,36,99,0,0.18496029892573562,1.0,1.0
regulation of peptidyl-tyrosine phosphorylation (GO:0050730),19269,87,99,0,0.44698738907052776,1.0,1.0
regulation of PERK-mediated unfolded protein response (GO:1903897),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of peroxisome proliferator activated receptor signaling pathway (GO:0035358),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of pH (GO:0006885),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of phagocytosis (GO:0050764),19269,53,99,0,0.272302662307333,1.0,1.0
"regulation of phagocytosis, engulfment (GO:0060099)",19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of phosphatase activity (GO:0010921),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of phosphatidylinositol 3-kinase activity (GO:0043551),19269,32,99,0,0.16440915460065392,1.0,1.0
regulation of phosphatidylinositol biosynthetic process (GO:0010511),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of phosphatidylinositol dephosphorylation (GO:0060304),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of phospholipase A2 activity (GO:0032429),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of phospholipase activity (GO:0010517),19269,11,99,0,0.05651564689397477,1.0,1.0
regulation of phospholipase C activity (GO:1900274),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of phospholipid metabolic process (GO:1903725),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of phospholipid transport (GO:2001138),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of phosphoprotein phosphatase activity (GO:0043666),19269,29,99,0,0.1489957963568426,1.0,1.0
regulation of pinocytosis (GO:0048548),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of plasma membrane bounded cell projection assembly (GO:0120032),19269,60,99,0,0.3082671648762261,1.0,1.0
regulation of plasma membrane bounded cell projection organization (GO:0120035),19269,23,99,0,0.11816907986922,1.0,1.0
regulation of plasma membrane organization (GO:1903729),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of plasminogen activation (GO:0010755),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of platelet activation (GO:0010543),19269,21,99,0,0.10789350770667912,1.0,1.0
regulation of platelet aggregation (GO:0090330),19269,16,99,0,0.08220457730032696,1.0,1.0
regulation of platelet-derived growth factor receptor signaling pathway (GO:0010640),19269,13,99,0,0.06679121905651564,1.0,1.0
regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000586),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of podosome assembly (GO:0071801),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of positive chemotaxis (GO:0050926),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of postsynaptic density organization (GO:1905874),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of postsynaptic membrane potential (GO:0060078),19269,30,99,0,0.15413358243811304,1.0,1.0
regulation of postsynaptic neurotransmitter receptor activity (GO:0098962),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of posttranscriptional gene silencing (GO:0060147),19269,44,99,0,0.2260625875758991,1.0,1.0
regulation of potassium ion export across plasma membrane (GO:1903764),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of potassium ion import (GO:1903286),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of potassium ion transmembrane transport (GO:1901379),19269,51,99,0,0.26202709014479214,1.0,1.0
regulation of potassium ion transmembrane transporter activity (GO:1901016),19269,25,99,0,0.12844465203176086,1.0,1.0
regulation of potassium ion transport (GO:0043266),19269,29,99,0,0.1489957963568426,1.0,1.0
regulation of presynapse assembly (GO:1905606),19269,14,99,0,0.07192900513778608,1.0,1.0
regulation of presynapse organization (GO:0099174),19269,14,99,0,0.07192900513778608,1.0,1.0
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),19269,44,99,0,0.2260625875758991,1.0,1.0
regulation of pro-B cell differentiation (GO:2000973),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798),19269,17,99,0,0.08734236338159738,1.0,1.0
regulation of programmed necrotic cell death (GO:0062098),19269,19,99,0,0.09761793554413825,1.0,1.0
regulation of prostaglandin biosynthetic process (GO:0031392),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of proteasomal protein catabolic process (GO:0061136),19269,44,99,0,0.2260625875758991,1.0,1.0
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),19269,85,99,0,0.4367118169079869,1.0,1.0
regulation of protein ADP-ribosylation (GO:0010835),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of protein autophosphorylation (GO:0031952),19269,32,99,0,0.16440915460065392,1.0,1.0
regulation of protein autoubiquitination (GO:1902498),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of protein deacetylation (GO:0090311),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of protein dephosphorylation (GO:0035304),19269,32,99,0,0.16440915460065392,1.0,1.0
regulation of protein depolymerization (GO:1901879),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of protein deubiquitination (GO:0090085),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of protein exit from endoplasmic reticulum (GO:0070861),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of protein export from nucleus (GO:0046825),19269,21,99,0,0.10789350770667912,1.0,1.0
regulation of protein glycosylation (GO:0060049),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of protein import (GO:1904589),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of protein import into nucleus (GO:0042306),19269,32,99,0,0.16440915460065392,1.0,1.0
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739),19269,26,99,0,0.13358243811303128,1.0,1.0
regulation of protein K63-linked ubiquitination (GO:1900044),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of protein kinase A signaling (GO:0010738),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of protein kinase activity (GO:0045859),19269,92,99,0,0.47267631947688,1.0,1.0
regulation of protein kinase B signaling (GO:0051896),19269,197,99,0,1.0121438580102755,1.0,1.0
regulation of protein kinase C activity (GO:1900019),19269,2,99,0,0.01027557216254087,1.0,1.0
regulation of protein kinase C signaling (GO:0090036),19269,13,99,0,0.06679121905651564,1.0,1.0
regulation of protein lipidation (GO:1903059),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of protein localization (GO:0032880),19269,59,99,0,0.3031293787949556,1.0,1.0
regulation of protein localization to Cajal body (GO:1904869),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of protein localization to cell cortex (GO:1904776),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of protein localization to cell surface (GO:2000008),19269,31,99,0,0.15927136851938345,1.0,1.0
regulation of protein localization to centrosome (GO:1904779),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of protein localization to chromatin (GO:1905634),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of protein localization to cilium (GO:1903564),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of protein localization to early endosome (GO:1902965),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of protein localization to nucleolus (GO:1904749),19269,8,99,0,0.04110228865016348,1.0,1.0
regulation of protein metabolic process (GO:0051246),19269,43,99,0,0.2209248014946287,1.0,1.0
regulation of protein modification by small protein conjugation or removal (GO:1903320),19269,18,99,0,0.09248014946286781,1.0,1.0
regulation of protein monoubiquitination (GO:1902525),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of protein neddylation (GO:2000434),19269,9,99,0,0.046240074731433906,1.0,1.0
regulation of protein polymerization (GO:0032271),19269,29,99,0,0.1489957963568426,1.0,1.0
regulation of protein processing (GO:0070613),19269,20,99,0,0.10275572162540869,1.0,1.0
regulation of protein secretion (GO:0050708),19269,117,99,0,0.6011209715086409,1.0,1.0
regulation of protein sumoylation (GO:0033233),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of protein targeting (GO:1903533),19269,4,99,0,0.02055114432508174,1.0,1.0
regulation of protein targeting to membrane (GO:0090313),19269,17,99,0,0.08734236338159738,1.0,1.0
regulation of protein targeting to mitochondrion (GO:1903214),19269,35,99,0,0.1798225128444652,1.0,1.0
regulation of protein transport (GO:0051223),19269,25,99,0,0.12844465203176086,1.0,1.0
regulation of protein tyrosine kinase activity (GO:0061097),19269,35,99,0,0.1798225128444652,1.0,1.0
regulation of protein ubiquitination (GO:0031396),19269,88,99,0,0.4521251751517982,1.0,1.0
regulation of protein-containing complex disassembly (GO:0043244),19269,15,99,0,0.07706679121905652,1.0,1.0
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050),19269,23,99,0,0.11816907986922,1.0,1.0
regulation of proton transport (GO:0010155),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of purine nucleotide metabolic process (GO:1900542),19269,37,99,0,0.19009808500700606,1.0,1.0
regulation of Rab protein signal transduction (GO:0032483),19269,7,99,0,0.03596450256889304,1.0,1.0
regulation of Rac protein signal transduction (GO:0035020),19269,14,99,0,0.07192900513778608,1.0,1.0
regulation of Ras protein signal transduction (GO:0046578),19269,78,99,0,0.4007473143390939,1.0,1.0
regulation of reactive oxygen species biosynthetic process (GO:1903426),19269,22,99,0,0.11303129378794954,1.0,1.0
regulation of reactive oxygen species metabolic process (GO:2000377),19269,52,99,0,0.26716487622606255,1.0,1.0
regulation of receptor binding (GO:1900120),19269,10,99,0,0.051377860812704346,1.0,1.0
regulation of receptor catabolic process (GO:2000644),19269,5,99,0,0.025688930406352173,1.0,1.0
regulation of receptor internalization (GO:0002090),19269,35,99,0,0.1798225128444652,1.0,1.0
regulation of receptor signaling pathway via JAK-STAT (GO:0046425),19269,41,99,0,0.2106492293320878,1.0,1.0
regulation of receptor signaling pathway via STAT (GO:1904892),19269,12,99,0,0.06165343297524521,1.0,1.0
regulation of receptor-mediated endocytosis (GO:0048259),19269,39,99,0,0.20037365716954694,1.0,1.0
regulation of regulated secretory pathway (GO:1903305),19269,33,99,0,0.16954694068192433,1.0,1.0
regulation of regulatory T cell differentiation (GO:0045589),19269,23,99,0,0.11816907986922,1.0,1.0
regulation of relaxation of cardiac muscle (GO:1901897),19269,6,99,0,0.030826716487622606,1.0,1.0
regulation of relaxation of muscle (GO:1901077),19269,6,99,0,0.030826716487622606,1.0,1.0
