Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
"Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783",19269,17,99,0,0.08734236338159738,1.0,1.0
Defective C1GALT1C1 Causes TNPS R-HSA-5083632,19269,15,99,0,0.07706679121905652,1.0,1.0
"Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174",19269,7,99,0,0.03596450256889304,1.0,1.0
Defective CHST3 Causes SEDCJD R-HSA-3595172,19269,7,99,0,0.03596450256889304,1.0,1.0
Defective CHST6 Causes MCDC1 R-HSA-3656225,19269,8,99,0,0.04110228865016348,1.0,1.0
Defective CHSY1 Causes TPBS R-HSA-3595177,19269,7,99,0,0.03596450256889304,1.0,1.0
Defective CSF2RA Causes SMDP4 R-HSA-5688890,19269,5,99,0,0.025688930406352173,1.0,1.0
"Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS R-HSA-3656253",19269,11,99,0,0.05651564689397477,1.0,1.0
Defective F9 Activation R-HSA-9673221,19269,4,99,0,0.02055114432508174,1.0,1.0
Defective GALNT12 Causes CRCS1 R-HSA-5083636,19269,15,99,0,0.07706679121905652,1.0,1.0
Defective GALNT3 Causes HFTC R-HSA-5083625,19269,15,99,0,0.07706679121905652,1.0,1.0
Defective HLCS Causes Multiple Carboxylase Deficiency R-HSA-3371599,19269,7,99,0,0.03596450256889304,1.0,1.0
Defective LFNG Causes SCDO3 R-HSA-5083630,19269,5,99,0,0.025688930406352173,1.0,1.0
Defective RIPK1-mediated Regulated Necrosis R-HSA-9693928,19269,5,99,0,0.025688930406352173,1.0,1.0
Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243,19269,8,99,0,0.04110228865016348,1.0,1.0
Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107,19269,28,99,0,0.14385801027557216,1.0,1.0
Defective Factor IX Causes Hemophilia B R-HSA-9668250,19269,6,99,0,0.030826716487622606,1.0,1.0
Defective Factor VIII Causes Hemophilia A R-HSA-9662001,19269,5,99,0,0.025688930406352173,1.0,1.0
Defective Pyroptosis R-HSA-9710421,19269,10,99,0,0.051377860812704346,1.0,1.0
Defects In Biotin (Btn) Metabolism R-HSA-3323169,19269,8,99,0,0.04110228865016348,1.0,1.0
Defects In Cobalamin (B12) Metabolism R-HSA-3296469,19269,11,99,0,0.05651564689397477,1.0,1.0
Defects In Vitamin And Cofactor Metabolism R-HSA-3296482,19269,19,99,0,0.09761793554413825,1.0,1.0
Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496,19269,13,99,0,0.06679121905651564,1.0,1.0
Defensins R-HSA-1461973,19269,25,99,0,0.12844465203176086,1.0,1.0
Degradation Of Cysteine And Homocysteine R-HSA-1614558,19269,12,99,0,0.06165343297524521,1.0,1.0
Depolymerisation Of Nuclear Lamina R-HSA-4419969,19269,12,99,0,0.06165343297524521,1.0,1.0
Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279,19269,18,99,0,0.09248014946286781,1.0,1.0
Dermatan Sulfate Biosynthesis R-HSA-2022923,19269,10,99,0,0.051377860812704346,1.0,1.0
Detoxification Of Reactive Oxygen Species R-HSA-3299685,19269,30,99,0,0.15413358243811304,1.0,1.0
Digestion R-HSA-8935690,19269,17,99,0,0.08734236338159738,1.0,1.0
Digestion And Absorption R-HSA-8963743,19269,22,99,0,0.11303129378794954,1.0,1.0
Digestion Of Dietary Carbohydrate R-HSA-189085,19269,6,99,0,0.030826716487622606,1.0,1.0
Digestion Of Dietary Lipid R-HSA-192456,19269,7,99,0,0.03596450256889304,1.0,1.0
Dimerization Of Procaspase-8 R-HSA-69416,19269,11,99,0,0.05651564689397477,1.0,1.0
Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262,19269,28,99,0,0.14385801027557216,1.0,1.0
Diseases Associated With N-glycosylation Of Proteins R-HSA-3781860,19269,19,99,0,0.09761793554413825,1.0,1.0
Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,19269,60,99,0,0.3082671648762261,1.0,1.0
Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782,19269,37,99,0,0.19009808500700606,1.0,1.0
Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975,19269,15,99,0,0.07706679121905652,1.0,1.0
Diseases Associated With Surfactant Metabolism R-HSA-5687613,19269,7,99,0,0.03596450256889304,1.0,1.0
Diseases Of Base Excision Repair R-HSA-9605308,19269,5,99,0,0.025688930406352173,1.0,1.0
Diseases Of Mismatch Repair (MMR) R-HSA-5423599,19269,5,99,0,0.025688930406352173,1.0,1.0
Diseases Of Carbohydrate Metabolism R-HSA-5663084,19269,29,99,0,0.1489957963568426,1.0,1.0
Diseases Of Glycosylation R-HSA-3781865,19269,130,99,0,0.6679121905651564,1.0,1.0
Diseases Of Metabolism R-HSA-5668914,19269,222,99,0,1.1405885100420365,1.0,1.0
Disinhibition Of SNARE Formation R-HSA-114516,19269,5,99,0,0.025688930406352173,1.0,1.0
Disorders Of Developmental Biology R-HSA-9675151,19269,10,99,0,0.051377860812704346,1.0,1.0
Displacement Of DNA Glycosylase By APEX1 R-HSA-110357,19269,9,99,0,0.046240074731433906,1.0,1.0
Dissolution Of Fibrin Clot R-HSA-75205,19269,12,99,0,0.06165343297524521,1.0,1.0
Dopamine Neurotransmitter Release Cycle R-HSA-212676,19269,20,99,0,0.10275572162540869,1.0,1.0
Dopamine Receptors R-HSA-390651,19269,5,99,0,0.025688930406352173,1.0,1.0
Downregulation Of ERBB2 Signaling R-HSA-8863795,19269,28,99,0,0.14385801027557216,1.0,1.0
Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803,19269,13,99,0,0.06679121905651564,1.0,1.0
Downregulation Of ERBB4 Signaling R-HSA-1253288,19269,9,99,0,0.046240074731433906,1.0,1.0
Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,19269,29,99,0,0.1489957963568426,1.0,1.0
Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788,19269,26,99,0,0.13358243811303128,1.0,1.0
Downstream Signal Transduction R-HSA-186763,19269,28,99,0,0.14385801027557216,1.0,1.0
Downstream Signaling Of Activated FGFR1 R-HSA-5654687,19269,29,99,0,0.1489957963568426,1.0,1.0
Downstream Signaling Of Activated FGFR2 R-HSA-5654696,19269,27,99,0,0.13872022419430174,1.0,1.0
Downstream Signaling Of Activated FGFR3 R-HSA-5654708,19269,22,99,0,0.11303129378794954,1.0,1.0
Downstream Signaling Of Activated FGFR4 R-HSA-5654716,19269,24,99,0,0.12330686595049042,1.0,1.0
E2F Mediated Regulation Of DNA Replication R-HSA-113510,19269,16,99,0,0.08220457730032696,1.0,1.0
E2F-enabled Inhibition Of Pre-Replication Complex Formation R-HSA-113507,19269,5,99,0,0.025688930406352173,1.0,1.0
E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654,19269,41,99,0,0.2106492293320878,1.0,1.0
ECM Proteoglycans R-HSA-3000178,19269,54,99,0,0.2774404483886035,1.0,1.0
EGFR Transactivation By Gastrin R-HSA-2179392,19269,8,99,0,0.04110228865016348,1.0,1.0
EGFR Downregulation R-HSA-182971,19269,29,99,0,0.1489957963568426,1.0,1.0
EGFR Interacts With Phospholipase C-gamma R-HSA-212718,19269,8,99,0,0.04110228865016348,1.0,1.0
EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665,19269,24,99,0,0.12330686595049042,1.0,1.0
EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,19269,87,99,0,0.44698738907052776,1.0,1.0
EPH-Ephrin Signaling R-HSA-2682334,19269,88,99,0,0.4521251751517982,1.0,1.0
EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665,19269,48,99,0,0.24661373190098085,1.0,1.0
EPHA-mediated Growth Cone Collapse R-HSA-3928663,19269,15,99,0,0.07706679121905652,1.0,1.0
EPHB-mediated Forward Signaling R-HSA-3928662,19269,32,99,0,0.16440915460065392,1.0,1.0
ER Quality Control Compartment (ERQC) R-HSA-901032,19269,20,99,0,0.10275572162540869,1.0,1.0
ERBB2 Activates PTK6 Signaling R-HSA-8847993,19269,13,99,0,0.06679121905651564,1.0,1.0
ERBB2 Regulates Cell Motility R-HSA-6785631,19269,15,99,0,0.07706679121905652,1.0,1.0
ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389,19269,15,99,0,0.07706679121905652,1.0,1.0
ERK/MAPK Targets R-HSA-198753,19269,21,99,0,0.10789350770667912,1.0,1.0
ERKs Are Inactivated R-HSA-202670,19269,13,99,0,0.06679121905651564,1.0,1.0
Early SARS-CoV-2 Infection Events R-HSA-9772572,19269,32,99,0,0.16440915460065392,1.0,1.0
Effects Of PIP2 Hydrolysis R-HSA-114508,19269,26,99,0,0.13358243811303128,1.0,1.0
Eicosanoid Ligand-Binding Receptors R-HSA-391903,19269,13,99,0,0.06679121905651564,1.0,1.0
Eicosanoids R-HSA-211979,19269,10,99,0,0.051377860812704346,1.0,1.0
Elastic Fibre Formation R-HSA-1566948,19269,38,99,0,0.1952358710882765,1.0,1.0
Elevation Of Cytosolic Ca2+ Levels R-HSA-139853,19269,15,99,0,0.07706679121905652,1.0,1.0
Endogenous Sterols R-HSA-211976,19269,26,99,0,0.13358243811303128,1.0,1.0
Endosomal/Vacuolar Pathway R-HSA-1236977,19269,9,99,0,0.046240074731433906,1.0,1.0
Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,19269,23,99,0,0.11816907986922,1.0,1.0
Entry Of Influenza Virion Into Host Cell Via Endocytosis R-HSA-168275,19269,4,99,0,0.02055114432508174,1.0,1.0
Ephrin Signaling R-HSA-3928664,19269,17,99,0,0.08734236338159738,1.0,1.0
Epigenetic Regulation Of Gene Expression R-HSA-212165,19269,81,99,0,0.4161606725829052,1.0,1.0
Erythrocytes Take Up Carbon Dioxide And Release Oxygen R-HSA-1237044,19269,10,99,0,0.051377860812704346,1.0,1.0
Erythrocytes Take Up Oxygen And Release Carbon Dioxide R-HSA-1247673,19269,6,99,0,0.030826716487622606,1.0,1.0
Erythropoietin Activates Phosphoinositide-3-kinase (PI3K) R-HSA-9027276,19269,12,99,0,0.06165343297524521,1.0,1.0
Erythropoietin Activates Phospholipase C Gamma (PLCG) R-HSA-9027277,19269,7,99,0,0.03596450256889304,1.0,1.0
Erythropoietin Activates RAS R-HSA-9027284,19269,13,99,0,0.06679121905651564,1.0,1.0
Erythropoietin Activates STAT5 R-HSA-9027283,19269,7,99,0,0.03596450256889304,1.0,1.0
Establishment Of Sister Chromatid Cohesion R-HSA-2468052,19269,8,99,0,0.04110228865016348,1.0,1.0
Estrogen Biosynthesis R-HSA-193144,19269,5,99,0,0.025688930406352173,1.0,1.0
Estrogen-stimulated Signaling Thru PRKCZ R-HSA-9634635,19269,5,99,0,0.025688930406352173,1.0,1.0
Eukaryotic Translation Elongation R-HSA-156842,19269,84,99,0,0.43157403082671647,1.0,1.0
Eukaryotic Translation Termination R-HSA-72764,19269,83,99,0,0.42643624474544606,1.0,1.0
Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274,19269,31,99,0,0.15927136851938345,1.0,1.0
Extrinsic Pathway Of Fibrin Clot Formation R-HSA-140834,19269,4,99,0,0.02055114432508174,1.0,1.0
FBXW7 Mutants And NOTCH1 In Cancer R-HSA-2644605,19269,5,99,0,0.025688930406352173,1.0,1.0
FCERI Mediated Ca+2 Mobilization R-HSA-2871809,19269,27,99,0,0.13872022419430174,1.0,1.0
FCERI Mediated MAPK Activation R-HSA-2871796,19269,28,99,0,0.14385801027557216,1.0,1.0
FCGR Activation R-HSA-2029481,19269,9,99,0,0.046240074731433906,1.0,1.0
FCGR3A-mediated IL10 Synthesis R-HSA-9664323,19269,33,99,0,0.16954694068192433,1.0,1.0
FCGR3A-mediated Phagocytosis R-HSA-9664422,19269,53,99,0,0.272302662307333,1.0,1.0
FGFR1 Ligand Binding And Activation R-HSA-190242,19269,14,99,0,0.07192900513778608,1.0,1.0
FGFR1 Mutant Receptor Activation R-HSA-1839124,19269,27,99,0,0.13872022419430174,1.0,1.0
FGFR1b Ligand Binding And Activation R-HSA-190370,19269,5,99,0,0.025688930406352173,1.0,1.0
FGFR1c Ligand Binding And Activation R-HSA-190373,19269,10,99,0,0.051377860812704346,1.0,1.0
FGFR2 Alternative Splicing R-HSA-6803529,19269,25,99,0,0.12844465203176086,1.0,1.0
FGFR2 Ligand Binding And Activation R-HSA-190241,19269,18,99,0,0.09248014946286781,1.0,1.0
FGFR2 Mutant Receptor Activation R-HSA-1839126,19269,31,99,0,0.15927136851938345,1.0,1.0
FGFR2b Ligand Binding And Activation R-HSA-190377,19269,9,99,0,0.046240074731433906,1.0,1.0
FGFR2c Ligand Binding And Activation R-HSA-190375,19269,11,99,0,0.05651564689397477,1.0,1.0
FGFR3 Ligand Binding And Activation R-HSA-190239,19269,11,99,0,0.05651564689397477,1.0,1.0
FGFR3 Mutant Receptor Activation R-HSA-2033514,19269,10,99,0,0.051377860812704346,1.0,1.0
FGFR3b Ligand Binding And Activation R-HSA-190371,19269,7,99,0,0.03596450256889304,1.0,1.0
FGFR4 Ligand Binding And Activation R-HSA-190322,19269,12,99,0,0.06165343297524521,1.0,1.0
FGFRL1 Modulation Of FGFR1 Signaling R-HSA-5658623,19269,12,99,0,0.06165343297524521,1.0,1.0
FLT3 Signaling R-HSA-9607240,19269,37,99,0,0.19009808500700606,1.0,1.0
FLT3 Signaling By CBL Mutants R-HSA-9706377,19269,7,99,0,0.03596450256889304,1.0,1.0
FLT3 Signaling In Disease R-HSA-9682385,19269,27,99,0,0.13872022419430174,1.0,1.0
FLT3 Signaling Thru SRC Family Kinases R-HSA-9706374,19269,6,99,0,0.030826716487622606,1.0,1.0
FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828,19269,16,99,0,0.08220457730032696,1.0,1.0
FOXO-mediated Transcription Of Cell Death Genes R-HSA-9614657,19269,15,99,0,0.07706679121905652,1.0,1.0
FRS-mediated FGFR1 Signaling R-HSA-5654693,19269,21,99,0,0.10789350770667912,1.0,1.0
FRS-mediated FGFR2 Signaling R-HSA-5654700,19269,22,99,0,0.11303129378794954,1.0,1.0
FRS-mediated FGFR3 Signaling R-HSA-5654706,19269,17,99,0,0.08734236338159738,1.0,1.0
FRS-mediated FGFR4 Signaling R-HSA-5654712,19269,19,99,0,0.09761793554413825,1.0,1.0
Fanconi Anemia Pathway R-HSA-6783310,19269,28,99,0,0.14385801027557216,1.0,1.0
FasL/ CD95L Signaling R-HSA-75157,19269,5,99,0,0.025688930406352173,1.0,1.0
Fatty Acids Bound To GPR40 (FFAR1) Regulate Insulin Secretion R-HSA-434316,19269,8,99,0,0.04110228865016348,1.0,1.0
Fatty Acids R-HSA-211935,19269,11,99,0,0.05651564689397477,1.0,1.0
Fatty acyl-CoA Biosynthesis R-HSA-75105,19269,31,99,0,0.15927136851938345,1.0,1.0
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,19269,77,99,0,0.3956095282578235,1.0,1.0
Fertilization R-HSA-1187000,19269,21,99,0,0.10789350770667912,1.0,1.0
Fibronectin Matrix Formation R-HSA-1566977,19269,6,99,0,0.030826716487622606,1.0,1.0
Ficolins Bind To Repetitive Carbohydrate Structures On Target Cell Surface R-HSA-2855086,19269,5,99,0,0.025688930406352173,1.0,1.0
Folding Of Actin By CCT/TriC R-HSA-390450,19269,10,99,0,0.051377860812704346,1.0,1.0
Formation Of ATP By Chemiosmotic Coupling R-HSA-163210,19269,0,99,0,0.0,1.0,1.0
Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877,19269,35,99,0,0.1798225128444652,1.0,1.0
Formation Of HIV Elongation Complex In Absence Of HIV Tat R-HSA-167152,19269,36,99,0,0.18496029892573562,1.0,1.0
Formation Of HIV-1 Elongation Complex Containing HIV-1 Tat R-HSA-167200,19269,34,99,0,0.17468472676319477,1.0,1.0
Formation Of RNA Pol II Elongation Complex R-HSA-112382,19269,48,99,0,0.24661373190098085,1.0,1.0
Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,19269,11,99,0,0.05651564689397477,1.0,1.0
Formation Of TC-NER Pre-Incision Complex R-HSA-6781823,19269,48,99,0,0.24661373190098085,1.0,1.0
Formation Of A Pool Of Free 40S Subunits R-HSA-72689,19269,90,99,0,0.46240074731433906,1.0,1.0
Formation Of Annular Gap Junctions R-HSA-196025,19269,9,99,0,0.046240074731433906,1.0,1.0
Formation Of Apoptosome R-HSA-111458,19269,10,99,0,0.051377860812704346,1.0,1.0
Formation Of Early Elongation Complex R-HSA-113418,19269,28,99,0,0.14385801027557216,1.0,1.0
Formation Of Editosome R-HSA-75094,19269,6,99,0,0.030826716487622606,1.0,1.0
Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,19269,29,99,0,0.1489957963568426,1.0,1.0
Formation Of Cornified Envelope R-HSA-6809371,19269,61,99,0,0.31340495095749654,1.0,1.0
"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",19269,43,99,0,0.2209248014946287,1.0,1.0
Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960,19269,22,99,0,0.11303129378794954,1.0,1.0
Formation Of Xylulose-5-Phosphate R-HSA-5661270,19269,5,99,0,0.025688930406352173,1.0,1.0
Formyl Peptide Receptors Bind Formyl Peptides And Many Other Ligands R-HSA-444473,19269,8,99,0,0.04110228865016348,1.0,1.0
Free Fatty Acid Receptors R-HSA-444209,19269,4,99,0,0.02055114432508174,1.0,1.0
Free Fatty Acids Regulate Insulin Secretion R-HSA-400451,19269,10,99,0,0.051377860812704346,1.0,1.0
Frs2-mediated Activation R-HSA-170968,19269,12,99,0,0.06165343297524521,1.0,1.0
Fructose Catabolism R-HSA-70350,19269,3,99,0,0.015413358243811303,1.0,1.0
Fructose Metabolism R-HSA-5652084,19269,5,99,0,0.025688930406352173,1.0,1.0
G0 And Early G1 R-HSA-1538133,19269,27,99,0,0.13872022419430174,1.0,1.0
G1/S-Specific Transcription R-HSA-69205,19269,27,99,0,0.13872022419430174,1.0,1.0
G2 Phase R-HSA-68911,19269,5,99,0,0.025688930406352173,1.0,1.0
G2/M DNA Replication Checkpoint R-HSA-69478,19269,5,99,0,0.025688930406352173,1.0,1.0
GAB1 Signalosome R-HSA-180292,19269,16,99,0,0.08220457730032696,1.0,1.0
"GABA Synthesis, Release, Reuptake And Degradation R-HSA-888590",19269,19,99,0,0.09761793554413825,1.0,1.0
GLI Proteins Bind Promoters Of Hh Responsive Genes To Promote Transcription R-HSA-5635851,19269,7,99,0,0.03596450256889304,1.0,1.0
GP1b-IX-V Activation Signaling R-HSA-430116,19269,8,99,0,0.04110228865016348,1.0,1.0
GPVI-mediated Activation Cascade R-HSA-114604,19269,32,99,0,0.16440915460065392,1.0,1.0
GRB2 Events In EGFR Signaling R-HSA-179812,19269,11,99,0,0.05651564689397477,1.0,1.0
GRB2 Events In ERBB2 Signaling R-HSA-1963640,19269,15,99,0,0.07706679121905652,1.0,1.0
GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194,19269,15,99,0,0.07706679121905652,1.0,1.0
GRB7 Events In ERBB2 Signaling R-HSA-1306955,19269,5,99,0,0.025688930406352173,1.0,1.0
Gain-of-function MRAS Complexes Activate RAF Signaling R-HSA-9726842,19269,7,99,0,0.03596450256889304,1.0,1.0
"Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841",19269,31,99,0,0.15927136851938345,1.0,1.0
Gamma-carboxylation Of Protein Precursors R-HSA-159740,19269,8,99,0,0.04110228865016348,1.0,1.0
"Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins R-HSA-159854",19269,9,99,0,0.046240074731433906,1.0,1.0
Gap Junction Assembly R-HSA-190861,19269,15,99,0,0.07706679121905652,1.0,1.0
Gap Junction Degradation R-HSA-190873,19269,10,99,0,0.051377860812704346,1.0,1.0
Gap Junction Trafficking R-HSA-190828,19269,24,99,0,0.12330686595049042,1.0,1.0
Gap Junction Trafficking And Regulation R-HSA-157858,19269,26,99,0,0.13358243811303128,1.0,1.0
Gastrin-CREB Signaling Pathway Via PKC And MAPK R-HSA-881907,19269,16,99,0,0.08220457730032696,1.0,1.0
Gastrulation R-HSA-9758941,19269,16,99,0,0.08220457730032696,1.0,1.0
Gene Silencing By RNA R-HSA-211000,19269,69,99,0,0.35450723960765995,1.0,1.0
Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,19269,31,99,0,0.15927136851938345,1.0,1.0
Generation Of Second Messenger Molecules R-HSA-202433,19269,27,99,0,0.13872022419430174,1.0,1.0
Glucocorticoid Biosynthesis R-HSA-194002,19269,8,99,0,0.04110228865016348,1.0,1.0
Gluconeogenesis R-HSA-70263,19269,27,99,0,0.13872022419430174,1.0,1.0
Glucose Metabolism R-HSA-70326,19269,78,99,0,0.4007473143390939,1.0,1.0
Glucuronidation R-HSA-156588,19269,20,99,0,0.10275572162540869,1.0,1.0
Glutamate Neurotransmitter Release Cycle R-HSA-210500,19269,22,99,0,0.11303129378794954,1.0,1.0
Glutamate And Glutamine Metabolism R-HSA-8964539,19269,10,99,0,0.051377860812704346,1.0,1.0
"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",19269,29,99,0,0.1489957963568426,1.0,1.0
Glutathione Conjugation R-HSA-156590,19269,29,99,0,0.1489957963568426,1.0,1.0
Glutathione Synthesis And Recycling R-HSA-174403,19269,12,99,0,0.06165343297524521,1.0,1.0
Glycerophospholipid Biosynthesis R-HSA-1483206,19269,110,99,0,0.5651564689397478,1.0,1.0
Glycerophospholipid Catabolism R-HSA-6814848,19269,7,99,0,0.03596450256889304,1.0,1.0
Glycogen Breakdown (Glycogenolysis) R-HSA-70221,19269,11,99,0,0.05651564689397477,1.0,1.0
Glycogen Metabolism R-HSA-8982491,19269,21,99,0,0.10789350770667912,1.0,1.0
Glycogen Storage Diseases R-HSA-3229121,19269,13,99,0,0.06679121905651564,1.0,1.0
Glycogen Synthesis R-HSA-3322077,19269,12,99,0,0.06165343297524521,1.0,1.0
Glycolysis R-HSA-70171,19269,60,99,0,0.3082671648762261,1.0,1.0
Glycoprotein Hormones R-HSA-209822,19269,9,99,0,0.046240074731433906,1.0,1.0
Glycosaminoglycan Metabolism R-HSA-1630316,19269,112,99,0,0.5754320411022886,1.0,1.0
Glycosphingolipid Metabolism R-HSA-1660662,19269,37,99,0,0.19009808500700606,1.0,1.0
Glyoxylate Metabolism And Glycine Degradation R-HSA-389661,19269,29,99,0,0.1489957963568426,1.0,1.0
Golgi-to-ER Retrograde Transport R-HSA-8856688,19269,110,99,0,0.5651564689397478,1.0,1.0
Growth Hormone Receptor Signaling R-HSA-982772,19269,22,99,0,0.11303129378794954,1.0,1.0
HATs Acetylate Histones R-HSA-3214847,19269,57,99,0,0.2928538066324148,1.0,1.0
HCMV Early Events R-HSA-9609690,19269,62,99,0,0.3185427370387669,1.0,1.0
HDACs Deacetylate Histones R-HSA-3214815,19269,29,99,0,0.1489957963568426,1.0,1.0
HDL Assembly R-HSA-8963896,19269,7,99,0,0.03596450256889304,1.0,1.0
HDL Clearance R-HSA-8964011,19269,5,99,0,0.025688930406352173,1.0,1.0
HDL Remodeling R-HSA-8964058,19269,10,99,0,0.051377860812704346,1.0,1.0
HDMs Demethylate Histones R-HSA-3214842,19269,16,99,0,0.08220457730032696,1.0,1.0
HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939,19269,11,99,0,0.05651564689397477,1.0,1.0
HIV Transcription Initiation R-HSA-167161,19269,42,99,0,0.21578701541335824,1.0,1.0
HIV Elongation Arrest And Recovery R-HSA-167287,19269,25,99,0,0.12844465203176086,1.0,1.0
HS-GAG Biosynthesis R-HSA-2022928,19269,27,99,0,0.13872022419430174,1.0,1.0
HS-GAG Degradation R-HSA-2024096,19269,18,99,0,0.09248014946286781,1.0,1.0
HSF1 Activation R-HSA-3371511,19269,26,99,0,0.13358243811303128,1.0,1.0
HSF1-dependent Transactivation R-HSA-3371571,19269,34,99,0,0.17468472676319477,1.0,1.0
HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497,19269,37,99,0,0.19009808500700606,1.0,1.0
Heme Biosynthesis R-HSA-189451,19269,13,99,0,0.06679121905651564,1.0,1.0
Heme Degradation R-HSA-189483,19269,15,99,0,0.07706679121905652,1.0,1.0
Heme Signaling R-HSA-9707616,19269,42,99,0,0.21578701541335824,1.0,1.0
Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091,19269,48,99,0,0.24661373190098085,1.0,1.0
Highly Calcium Permeable Nicotinic Acetylcholine Receptors R-HSA-629597,19269,9,99,0,0.046240074731433906,1.0,1.0
Highly Calcium Permeable Postsynaptic Nicotinic Acetylcholine Receptors R-HSA-629594,19269,10,99,0,0.051377860812704346,1.0,1.0
Highly Sodium Permeable Postsynaptic Acetylcholine Nicotinic Receptors R-HSA-629587,19269,7,99,0,0.03596450256889304,1.0,1.0
Histidine Catabolism R-HSA-70921,19269,6,99,0,0.030826716487622606,1.0,1.0
Hormone Ligand-Binding Receptors R-HSA-375281,19269,12,99,0,0.06165343297524521,1.0,1.0
HuR (ELAVL1) Binds And Stabilizes mRNA R-HSA-450520,19269,10,99,0,0.051377860812704346,1.0,1.0
Hyaluronan Metabolism R-HSA-2142845,19269,15,99,0,0.07706679121905652,1.0,1.0
Hyaluronan Uptake And Degradation R-HSA-2160916,19269,12,99,0,0.06165343297524521,1.0,1.0
Hydrolysis Of LPC R-HSA-1483115,19269,8,99,0,0.04110228865016348,1.0,1.0
IGF1R Signaling Cascade R-HSA-2428924,19269,49,99,0,0.25175151798225126,1.0,1.0
IL-6-type Cytokine Receptor Ligand Interactions R-HSA-6788467,19269,17,99,0,0.08734236338159738,1.0,1.0
IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042,19269,7,99,0,0.03596450256889304,1.0,1.0
IRAK2 Mediated Activation Of TAK1 Complex Upon TLR7/8 Or 9 Stimulation R-HSA-975163,19269,12,99,0,0.06165343297524521,1.0,1.0
IRAK4 Deficiency (TLR2/4) R-HSA-5603041,19269,17,99,0,0.08734236338159738,1.0,1.0
IRE1alpha Activates Chaperones R-HSA-381070,19269,45,99,0,0.23120037365716953,1.0,1.0
IRF3 Mediated Activation Of Type 1 IFN R-HSA-1606341,19269,5,99,0,0.025688930406352173,1.0,1.0
IRF3-mediated Induction Of Type I IFN R-HSA-3270619,19269,11,99,0,0.05651564689397477,1.0,1.0
IRS Activation R-HSA-74713,19269,5,99,0,0.025688930406352173,1.0,1.0
IRS-mediated Signaling R-HSA-112399,19269,45,99,0,0.23120037365716953,1.0,1.0
IRS-related Events Triggered By IGF1R R-HSA-2428928,19269,48,99,0,0.24661373190098085,1.0,1.0
Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,19269,98,99,0,0.5035030359645025,1.0,1.0
Inactivation Of CDC42 And RAC1 R-HSA-428543,19269,6,99,0,0.030826716487622606,1.0,1.0
Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462,19269,23,99,0,0.11816907986922,1.0,1.0
"Inactivation, Recovery And Regulation Of Phototransduction Cascade R-HSA-2514859",19269,27,99,0,0.13872022419430174,1.0,1.0
Infection With Mycobacterium Tuberculosis R-HSA-9635486,19269,24,99,0,0.12330686595049042,1.0,1.0
Inflammasomes R-HSA-622312,19269,21,99,0,0.10789350770667912,1.0,1.0
